trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
199,False,"{'a': 0.5, 'e': 0.30191903523878183}",25,11,4.49592476298831,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.30010752102734917}",20,9,-1.6788887616732684,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.29830687590118504}",25,14,-13.262331813973807,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.29651703464577794}",25,12,7.48313075045183,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.29473793243790325}",25,8,5.167135368292864,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.29296950484327583}",25,11,-2.8668103548207338,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.2912116878142162}",25,10,-20.00132523932691,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.2894644176873309}",30,12,-36.77593699149816,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.2877276311812069}",20,5,-22.433824174294607,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.2860012653941197}",25,15,-14.913882275374213,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.28428525780175495}",20,0,22.072149135992284,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.2825795462549444}",35,9,-6.628324471979348,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.28088406897741475}",20,15,9.271212655927226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.27919876456355025}",25,11,24.5817980606324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.27752357197616895}",20,0,14.31173376746906,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.2758584305443119}",25,7,-45.286166756680885,"{0: 14, 1: 0, 2: 1, 3: 3, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.27420327996104604}",20,0,5.634689274339845,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.27255806028127977}",25,14,9.768804555239608,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.2709227119195921}",20,0,-24.739346156508713,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.26929717564807454}",30,8,18.88618096905209,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.2676813925941861}",25,17,0.6641012476264399,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.26607530423862097}",25,4,-39.393809254978066,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.26447885241318925}",30,20,-1.4986278739387386,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.2628919792987101}",25,14,15.393271106295083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.26131462742291783}",30,19,-7.0596322450076014,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.25974673965838035}",30,18,22.905403271612737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.25818825922043004}",25,18,15.054634651155745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.2566391296651075}",20,11,3.0788065386085535,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.25509929488711686}",30,15,-34.54878105239256,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.2535686991177941}",20,0,-66.88379085405576,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.25204728692308737}",25,20,11.260784545269424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.25053500320154887}",20,0,-79.99268905225662,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.24903179318233953}",25,12,21.792744233500017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.24753760242324552}",25,8,-12.461538580294107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.24605237680870604}",30,0,-85.09623914371623,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.2445760625478538}",20,11,-36.577510220542976,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.24310860617256666}",25,2,-61.08920849594752,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
236,False,"{'a': 0.5, 'e': 0.24164995453553126}",20,11,4.629725155540155,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.24020005480831808}",20,0,-7.750980696143437,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.23875885447946818}",30,13,16.81830782568791,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.23732630135259136}",25,0,27.36448247318566,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.2359023435444758}",35,25,7.578480605544929,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.23448692948320896}",25,1,-3.228205227630001,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2330800079063097}",30,16,8.679588529674932,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.23168152785887183}",20,0,-88.28086808014612,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.23029143869171861}",30,18,18.828904450476156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.2289096900595683}",30,14,-23.75074709552567,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.22753623191921088}",25,1,32.55314992346706,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.2261710145276956}",25,0,10.478443059464485,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.22481398844052944}",20,0,17.586219577007714,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.22346510450988627}",20,12,16.367391965220968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.22212431388282694}",30,0,-37.1855821241493,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.22079156799952998}",25,15,18.09583723279594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2194668185915328}",20,14,-10.450656964146711,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2181500176799836}",25,8,18.909384268977817,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2168411175739037}",30,21,14.772963414809368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.21554007086846028}",35,18,14.873627847717154,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.21424683044324952}",20,9,20.84258229637842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.21296134946059003}",20,1,-10.449421468556304,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.21168358136382648}",25,5,19.94483764814251,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.21041347987564352}",25,13,0.42266868870161933,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.20915099899638964}",25,15,19.034844104906867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.20789609300241133}",20,4,19.296660923716697,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.20664871644439683}",25,3,-18.21459534163568,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.20540882414573047}",25,1,1.981111840302988,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.20417637120085608}",20,9,-0.3062363492026865,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.20295131297365093}",20,15,7.415547129204304,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.20173360509580904}",20,12,-10.076212538182828,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.2005232034652342}",20,14,9.355082933195451,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.19932006424444276}",30,0,22.27948698720194,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.19812414385897612}",25,13,25.514779408897805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.19693539899582227}",25,3,24.397845765244018,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.19575378660184733}",30,20,10.297989529353229,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.19457926388223623}",20,1,27.664308494762434,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.19341178829894282}",20,10,9.708972783154966,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.19225131756914918}",20,0,9.92371969472135,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.19109780966373427}",30,22,8.28330854210945,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.18995122280575186}",20,16,8.141491636919037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.18881151546891736}",30,18,23.18991524460486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.18767864637610385}",20,3,-18.23733594405513,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.1865525744978472}",25,16,16.692259829498756,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.18543325905086014}",25,0,-9.925304294374115,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.18432065949655496}",30,13,33.07147616640915,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.18321473553957565}",30,12,35.218082206580945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.18211544712633818}",20,2,10.2124035758678,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.18102275444358015}",30,13,3.201067849019054,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.17993661791691867}",25,18,3.538304902166645,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.17885699820941717}",30,6,2.0826977040378316,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.17778385622016066}",35,16,37.49552009264572,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.1767171530828397}",20,11,19.477753463273444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.17565685016434265}",25,16,20.02109298553379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.1746029090633566}",30,10,-9.066454862068928,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.17355529160897645}",25,2,14.913992641085445,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.1725139598593226}",20,2,-11.177029033725443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.17147887610016666}",35,24,22.52814164526938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.17045000284356565}",20,9,9.985827073174312,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.16942730282650426}",25,20,8.383704107769239,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.16841073900954523}",35,13,14.708527123240088,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.16740027457548798}",30,21,3.1624362969401147,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.16639587292803504}",35,0,-11.76046409518909,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.16539749769046683}",20,13,2.2650025603628015,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.16440511270432404}",25,0,-62.65831933014482,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
301,False,"{'a': 0.5, 'e': 0.1634186820280981}",20,12,12.790378638365906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.1624381699359295}",30,20,18.913882450719427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.1614635409163139}",20,5,26.042050462323218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.16049475967081603}",25,14,16.66017164583475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.15953179111279114}",25,11,-26.49855877169135,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.15857460036611437}",20,2,11.881394635746826,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.1576231527639177}",20,9,-42.645655819025556,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.1566774138473342}",20,11,11.602092842461035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.15573734936425018}",25,13,-19.889273724695617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.1548029252680647}",25,11,18.46553584867739,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.1538741077164563}",25,0,-17.813248343858138,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.15295086307015757}",20,7,20.698437478250565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.1520331578917366}",25,11,0.11009384109808185,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.15112095894438618}",25,1,17.812784008581804,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.15021423319071986}",20,6,-0.19666816425251743,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.14931294779157556}",20,8,-18.674593274980243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.1484170701048261}",20,14,-10.138748176315811,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.14752656768419714}",20,12,13.718644184131628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.14664140827809197}",25,10,8.931621693470719,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.1457615598284234}",20,14,-1.3103750729667532,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.14488699046945286}",20,12,1.4494921874340703,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.14401766852663614}",20,8,0.26660656086843426,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.1431535625154763}",30,15,-8.936636456839214,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.14229464114038345}",20,15,-1.4983006759472528,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.14144087329354116}",25,12,-48.69161842669288,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.1405922280537799}",20,13,5.609653149301406,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.13974867468545724}",25,15,9.541575823260555,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.1389101826373445}",25,12,26.189655629075787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.13807672154152043}",30,10,29.113704193598153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.1372482612122713}",25,0,19.37673637173236,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.13642477164499767}",25,8,8.883873036082196,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.13560622301512767}",30,11,-32.55272042058531,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.13479258567703692}",30,17,20.27508756722813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1339838301629747}",20,9,6.759901974134751,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.13317992718199684}",20,0,-15.85756274597452,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.13238084761890487}",30,20,17.71214261045308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.13158656253319143}",25,5,22.258520121349015,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1307970431579923}",20,8,-0.007133027235548539,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.13001226089904433}",25,20,10.49718706762999,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.12923218733365008}",20,12,15.54510017941873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.12845679420964817}",30,0,-5.805849262832139,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.12768605344439027}",20,0,9.037321428793895,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
